"Animal.ID","Name","DateTime","MonthYear","Found.Location","Intake.Type","Intake.Condition","Animal.Type","Sex.upon.Intake","Age.upon.Intake","Breed","Color"
"A727312","*Clyde","5/21/16 8:21","5/21/16 8:21","Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Medium Hair Mix","Black/White"
"A727313","Ducky","5/21/16 8:21","5/21/16 8:21","11702 Easy St in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair","Brown Tabby"
"A727314","","5/21/16 8:21","5/21/16 8:21","Camp Craft & Bee Caves in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair","White"
"A727315","","5/21/16 8:56","5/21/16 8:56","6908 Bennett Ave in Austin (TX)","Stray","Injured","Dog","Intact Female","5 months","Toy Fox Terrier Mix","Buff"
"A727316","Cosmo","5/21/16 9:05","5/21/16 9:05","Westgate Ln in Austin (TX)","Stray","Normal","Dog","Neutered Male","2 years","Miniature Pinscher Mix","Black/Brown"
"A727317","Layla","5/21/16 9:14","5/21/16 9:14","8028 Elroy Rd in Travis (TX)","Stray","Nursing","Dog","Intact Female","2 years","Pit Bull","Black Brindle"
"A727319","*Jinx","5/21/16 9:14","5/21/16 9:14","8028 Elroy Rd in Travis (TX)","Stray","Nursing","Dog","Intact Female","2 weeks","Pit Bull Mix","Black Brindle/White"
"A727321","*Kujo","5/21/16 9:14","5/21/16 9:14","8028 Elroy Rd in Travis (TX)","Stray","Nursing","Dog","Intact Male","2 weeks","Pit Bull Mix","Brown Brindle/White"
"A727322","*Echo","5/21/16 9:14","5/21/16 9:14","8028 Elroy Rd in Travis (TX)","Stray","Nursing","Dog","Intact Female","2 weeks","Pit Bull","White/Blue"
"A727323","*Deedee","5/21/16 9:14","5/21/16 9:14","8028 Elroy Rd in Travis (TX)","Stray","Nursing","Dog","Intact Female","2 weeks","Pit Bull","White/Black"
"A727324","*Axel","5/21/16 9:14","5/21/16 9:14","8028 Elroy Rd in Travis (TX)","Stray","Nursing","Dog","Intact Male","2 weeks","Pit Bull","Brown/White"
"A727325","*Junior","5/21/16 9:14","5/21/16 9:14","8028 Elroy Rd in Travis (TX)","Stray","Nursing","Dog","Intact Male","2 weeks","Pit Bull Mix","Brown Brindle/White"
"A727326","*Coco","5/21/16 9:14","5/21/16 9:14","8028 Elroy Rd in Travis (TX)","Stray","Nursing","Dog","Intact Female","2 weeks","Pit Bull Mix","Brown Brindle/White"
"A727327","*Leona","5/21/16 9:14","5/21/16 9:14","8028 Elroy Rd in Travis (TX)","Stray","Nursing","Dog","Intact Female","0 years","Pit Bull","Fawn/White"
"A727328","*Harley","5/21/16 9:14","5/21/16 9:14","8028 Elroy Rd in Travis (TX)","Stray","Nursing","Dog","Intact Female","2 weeks","Pit Bull Mix","Blue/White"
"A727329","*Beau","5/21/16 9:14","5/21/16 9:14","8028 Elroy Rd in Travis (TX)","Stray","Nursing","Dog","Intact Male","2 weeks","Pit Bull","Blue/White"
"A727330","*Bastet","5/21/16 9:14","5/21/16 9:14","8028 Elroy Rd in Travis (TX)","Stray","Normal","Dog","Intact Female","2 years","Pit Bull","Red"
"A727333","*Daphne","5/21/16 11:03","5/21/16 11:03","9008 Hunters Trace in Austin (TX)","Stray","Normal","Cat","Intact Female","1 weeks","Domestic Shorthair Mix","Brown Tabby/White"
"A727334","*Fritz","5/21/16 11:03","5/21/16 11:03","9008 Hunters Trace in Austin (TX)","Stray","Normal","Cat","Intact Male","1 weeks","Domestic Shorthair Mix","Black"
"A727332","*Maddy","5/21/16 11:03","5/21/16 11:03","3306 Hycreel Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","Labrador Retriever Mix","Black/Black"
"A702065","Kush","5/21/16 11:27","5/21/16 11:27","2200 Blue Meadow Drive in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","1 year","Pit Bull Mix","Fawn"
"A726900","Kitty","5/21/16 11:33","5/21/16 11:33","Austin (TX)","Public Assist","Normal","Cat","Spayed Female","1 year","Domestic Shorthair Mix","Brown Tabby"
"A727337","Bentley","5/21/16 11:53","5/21/16 11:53","1914 Gracy Farms Ln B in Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","1 year","Chinese Sharpei Mix","Tan"
"A727338","","5/21/16 11:56","5/21/16 11:56","1215 W Slaughter Ln in Austin (TX)","Stray","Nursing","Cat","Unknown","4 days","Domestic Shorthair Mix","Brown Tabby/Blue"
"A725651","Lola","5/21/16 12:11","5/21/16 12:11","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","1 year","Chihuahua Shorthair Mix","Red"
"A727347","*Bach","5/21/16 12:12","5/21/16 12:12","S Hwy 183 And Fm 1327 in Travis (TX)","Stray","Normal","Dog","Intact Female","3 years","Beagle Mix","Tricolor"
"A727348","*Lanna","5/21/16 12:12","5/21/16 12:12","S Hwy 183 And Fm 1327 in Travis (TX)","Stray","Normal","Dog","Intact Female","2 months","Catahoula/English Coonhound","Tricolor"
"A727349","","5/21/16 12:12","5/21/16 12:12","S Hwy 183 And Fm 1327 in Travis (TX)","Stray","Normal","Dog","Intact Female","2 months","Catahoula/English Coonhound","Tricolor"
"A727350","","5/21/16 12:12","5/21/16 12:12","S Hwy 183 And Fm 1327 in Travis (TX)","Stray","Normal","Dog","Intact Female","2 months","Catahoula/English Coonhound","Tricolor"
"A727345","*Hazel","5/21/16 12:19","5/21/16 12:19","S Congress Ave & W Riverside Dr in Austin (TX)","Stray","Normal","Dog","Spayed Female","2 years","Alaskan Husky Mix","Tricolor"
"A727351","","5/21/16 12:21","5/21/16 12:21","812 & Elroy Rd in Travis (TX)","Stray","Sick","Dog","Intact Female","1 year","Jack Russell Terrier Mix","Tan/Brown"
"A669801","Lilly","5/21/16 12:34","5/21/16 12:34","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","5 years","Pit Bull/Boxer","White/Brown"
"A727355","","5/21/16 12:42","5/21/16 12:42","6411 Wolf Ln in Travis (TX)","Stray","Sick","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Black/White"
"A727356","","5/21/16 12:42","5/21/16 12:42","6411 Wolf Ln in Travis (TX)","Stray","Sick","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Brown Tabby/Black"
"A727357","","5/21/16 12:42","5/21/16 12:42","6411 Wolf Ln in Travis (TX)","Stray","Sick","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Brown Tabby"
"A727358","","5/21/16 12:42","5/21/16 12:42","6411 Wolf Ln in Travis (TX)","Stray","Sick","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Brown Tabby"
"A727354","*Cole","5/21/16 12:54","5/21/16 12:54","13502 Palmer Rd in Travis (TX)","Stray","Normal","Dog","Intact Male","1 year","Labrador Retriever/Rottweiler","Black/Brown Brindle"
"A727359","Chief","5/21/16 12:57","5/21/16 12:57","4600 Rocking Chair in Austin (TX)","Stray","Normal","Dog","Neutered Male","3 years","Dachshund Mix","Black/Tan"
"A727360","Little","5/21/16 12:57","5/21/16 12:57","4600 Rocking Chair in Austin (TX)","Stray","Normal","Dog","Spayed Female","3 years","Dachshund Mix","Black/Tan"
"A604442","Bella","5/21/16 13:06","5/21/16 13:06","2104 Tall Withers Cove in Austin (TX)","Stray","Normal","Dog","Spayed Female","5 years","Boxer Mix","Brown/White"
"A727362","","5/21/16 13:23","5/21/16 13:23","4807 Putters in Austin (TX)","Stray","Normal","Dog","Neutered Male","1 year","Great Dane Mix","Blue Merle"
"A727364","","5/21/16 13:33","5/21/16 13:33","5300 Thornwood in Austin (TX)","Stray","Normal","Cat","Unknown","1 year","Domestic Shorthair Mix","Black"
"A727363","Tyson","5/21/16 13:40","5/21/16 13:40","705 Minturn Lane in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Rottweiler Mix","Black/Brown"
"A727365","*Marge","5/21/16 13:58","5/21/16 13:58","6900 Nortre Dame Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Calico"
"A727366","*Lisa","5/21/16 13:58","5/21/16 13:58","6900 Nortre Dame Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Calico"
"A727367","*Maggie","5/21/16 13:58","5/21/16 13:58","6900 Nortre Dame Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Tortie"
"A727368","*Ms Krabappl","5/21/16 13:58","5/21/16 13:58","6900 Nortre Dame Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Calico"
"A727369","*Homer","5/21/16 13:58","5/21/16 13:58","6900 Nortre Dame Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby/White"
"A727370","*Bart","5/21/16 13:58","5/21/16 13:58","6900 Nortre Dame Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Orange Tabby"
"A727371","","5/21/16 13:58","5/21/16 13:58","6900 Nortre Dame Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Orange Tabby"
"A727373","Boomer","5/21/16 14:18","5/21/16 14:18","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","14 years","Domestic Shorthair Mix","Brown Tabby"
"A727376","Simpa","5/21/16 14:18","5/21/16 14:18","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","14 years","Domestic Shorthair Mix","Black/White"
"A727375","Bugel","5/21/16 14:29","5/21/16 14:29","Wolfe Lane And Hwy 71 in Travis (TX)","Stray","Normal","Dog","Neutered Male","1 year","Jack Russell Terrier Mix","Tricolor"
"A727374","Misty","5/21/16 14:31","5/21/16 14:31","1127 Christie in Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","1 year","Shih Tzu Mix","Cream"
"A727377","","5/21/16 14:49","5/21/16 14:49","15008 Boquillas Canyon in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Medium Hair Mix","Brown Tabby"
"A727379","","5/21/16 15:05","5/21/16 15:05","5601 Manchaca Road in Austin (TX)","Stray","Normal","Dog","Intact Female","1 month","Plott Hound Mix","Brown Brindle/White"
"A727391","*Bean","5/21/16 15:20","5/21/16 15:20","11001 S 1St St in Austin (TX)","Stray","Normal","Dog","Neutered Male","3 years","Staffordshire Mix","White/Brown Brindle"
"A727380","","5/21/16 15:21","5/21/16 15:21","Austin (TX)","Wildlife","Injured","Bird","Unknown","4 weeks","Owl Mix","Brown/Gray"
"A727382","","5/21/16 15:25","5/21/16 15:25","10111 Golden Meadow in Austin (TX)","Stray","Normal","Dog","Intact Male","3 months","Chihuahua Shorthair Mix","Tan"
"A727387","*Bubbles","5/21/16 15:29","5/21/16 15:29","7601 Beinville Cv in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Black"
"A727388","*Buttercup","5/21/16 15:29","5/21/16 15:29","7601 Beinville Cv in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Calico"
"A727389","*Blossom","5/21/16 15:29","5/21/16 15:29","7601 Beinville Cv in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Calico"
"A727390","","5/21/16 15:32","5/21/16 15:32","Austin (TX)","Stray","Normal","Cat","Unknown","2 weeks","Domestic Shorthair Mix","Black"
"A727383","*Dixie","5/21/16 15:32","5/21/16 15:32","Austin (TX)","Stray","Normal","Cat","Intact Female","10 years","Domestic Shorthair Mix","Tortie"
"A727384","","5/21/16 15:32","5/21/16 15:32","Austin (TX)","Stray","Normal","Cat","Unknown","2 weeks","Domestic Shorthair Mix","Black"
"A727386","Bevo","5/21/16 15:35","5/21/16 15:35","Emerald Forest Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Dachshund Mix","Brown"
"A727392","Jessie","5/21/16 15:59","5/21/16 15:59","Brodie Ln And Eskew Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","Dachshund Mix","Brown"
"A727393","","5/21/16 16:02","5/21/16 16:02","902 Webberwood Way in Travis (TX)","Stray","Normal","Other","Unknown","2 years","Rabbit Sh Mix","Sable"
"A727394","","5/21/16 16:02","5/21/16 16:02","902 Webberwood Way in Travis (TX)","Stray","Normal","Other","Unknown","2 years","Rabbit Sh Mix","Sable/White"
"A727395","","5/21/16 16:02","5/21/16 16:02","902 Webberwood Way in Travis (TX)","Stray","Normal","Other","Unknown","2 years","Rabbit Sh Mix","Sable/White"
"A727397","*Bijou","5/21/16 16:14","5/21/16 16:14","601 Errol Dr in Travis (TX)","Stray","Normal","Dog","Intact Female","6 years","Pit Bull Mix","White/Black"
"A727403","Chewy","5/21/16 16:28","5/21/16 16:28","12151 North I35 in Austin (TX)","Stray","Normal","Cat","Spayed Female","1 year","Domestic Longhair Mix","Tortie"
"A727401","*Evan Hansen","5/21/16 16:29","5/21/16 16:29","Mesa Dr & Far West Blvd in Austin (TX)","Stray","Normal","Dog","Intact Male","5 months","Pointer Mix","Black/White"
"A727399","*Dually","5/21/16 16:29","5/21/16 16:29","5507 Ameswood Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Dachshund Mix","Brown Tiger"
"A727400","*Ford","5/21/16 16:30","5/21/16 16:30","Mopac & W Slaughter Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black"
"A727402","Babaji","5/21/16 16:30","5/21/16 16:30","Mopac & W Slaughter Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby"
"A727404","","5/21/16 16:34","5/21/16 16:34","7913 Hudson Bend Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Medium Hair Mix","Brown Tabby/White"
"A727405","*Sundae","5/21/16 16:34","5/21/16 16:34","7913 Hudson Bend Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Medium Hair Mix","Black/White"
"A727406","Desirae","5/21/16 16:39","5/21/16 16:39","Bumpstead Drive And Baythorne in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","Miniature Poodle Mix","Black"
"A719117","Morocco","5/21/16 16:49","5/21/16 16:49","10803 Platt Ln in Austin (TX)","Stray","Normal","Dog","Neutered Male","11 months","Labrador Retriever Mix","Yellow"
"A727407","Henry","5/21/16 17:12","5/21/16 17:12","1801 J J Seabrook Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","White"
"A727408","*Inuit","5/21/16 17:12","5/21/16 17:12","1801 J J Seabrook Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","White"
"A323090","Shelby","5/21/16 17:34","5/21/16 17:34","Austin (TX)","Stray","Normal","Cat","Spayed Female","12 years","Domestic Shorthair Mix","Brown Tabby"
"A726435","*Luna","5/21/16 18:08","5/21/16 18:08","Travis (TX)","Owner Surrender","Normal","Dog","Spayed Female","3 years","Dachshund Mix","Black/White"
"A727411","","5/22/16 8:12","5/22/16 8:12","7100 Whispering Winds Dr in Austin (TX)","Stray","Normal","Cat","Unknown","2 days","Domestic Shorthair Mix","Blue Tabby"
"A727413","Luigi","5/22/16 11:07","5/22/16 11:07","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","8 years","Domestic Shorthair Mix","Brown Tabby"
"A727414","Mario","5/22/16 11:07","5/22/16 11:07","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","8 years","Domestic Shorthair Mix","Brown Tabby"
"A727415","Marley","5/22/16 11:14","5/22/16 11:14","1700 Mearns Meadow Blvd in Austin (TX)","Stray","Normal","Dog","Intact Male","1 month","Whippet/Chihuahua Shorthair","White/Tan"
"A727416","","5/22/16 11:15","5/22/16 11:15","12900 N Ih 35 in Austin (TX)","Stray","Normal","Dog","Intact Male","1 month","Basset Hound/Pit Bull","Chocolate/White"
"A727417","","5/22/16 11:15","5/22/16 11:15","12900 N Ih 35 in Austin (TX)","Stray","Normal","Dog","Intact Male","1 month","Basset Hound/Pit Bull","Fawn/White"
"A727418","","5/22/16 11:15","5/22/16 11:15","12900 N Ih 35 in Austin (TX)","Stray","Normal","Dog","Intact Female","1 month","Basset Hound/Pit Bull","Black/White"
"A727419","","5/22/16 11:20","5/22/16 11:20","10404 Robinwood Cir in Austin (TX)","Wildlife","Normal","Other","Unknown","2 years","Raccoon","Gray/Black"
"A727410","Astro","5/22/16 11:41","5/22/16 11:41","S Lamar Blvd And Manchaca Rd in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Chihuahua Shorthair Mix","Red/White"
"A727426","Jj","5/22/16 11:44","5/22/16 11:44","6118 Fairway in Austin (TX)","Stray","Normal","Dog","Neutered Male","2 years","Pit Bull/Labrador Retriever","Brown/White"
"A727427","*Baxter","5/22/16 11:51","5/22/16 11:51","11702 Easy St in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Black"
"A727428","*Bailey","5/22/16 11:51","5/22/16 11:51","11702 Easy St in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby"
"A726980","Kion","5/22/16 11:55","5/22/16 11:55","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","1 month","Labrador Retriever Mix","Chocolate"
"A705625","Jack","5/22/16 11:58","5/22/16 11:58","6806 Shadywood Drive in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","2 years","Pit Bull Mix","Brown/White"
"A703480","Bella","5/22/16 12:13","5/22/16 12:13","Clearfield in Austin (TX)","Stray","Normal","Dog","Spayed Female","2 years","Border Collie Mix","Black/White"
"A703482","Holly","5/22/16 12:13","5/22/16 12:13","Clearfield in Austin (TX)","Stray","Normal","Dog","Spayed Female","2 years","Beagle Mix","White/Red"
"A727433","","5/22/16 12:18","5/22/16 12:18","6900 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Shorthair Mix","Black"
"A727434","","5/22/16 12:18","5/22/16 12:18","6900 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Shorthair Mix","Black"
"A727435","","5/22/16 12:18","5/22/16 12:18","6900 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Shorthair Mix","Black"
"A727436","","5/22/16 12:18","5/22/16 12:18","6900 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Shorthair Mix","Black"
"A727437","","5/22/16 12:18","5/22/16 12:18","6900 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Shorthair Mix","Blue"
"A727438","","5/22/16 12:18","5/22/16 12:18","6900 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Unknown","1 weeks","Domestic Shorthair Mix","Black Tabby"
"A727439","","5/22/16 12:18","5/22/16 12:18","6900 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Unknown","1 weeks","Domestic Shorthair Mix","Black Tabby"
"A727440","","5/22/16 12:18","5/22/16 12:18","6900 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Unknown","1 weeks","Domestic Shorthair Mix","Black Tabby"
"A727441","","5/22/16 12:18","5/22/16 12:18","6900 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Unknown","1 weeks","Domestic Shorthair Mix","Black Tabby"
"A727442","","5/22/16 12:18","5/22/16 12:18","6900 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Unknown","1 weeks","Domestic Shorthair Mix","Black Tabby"
"A727443","","5/22/16 12:18","5/22/16 12:18","6900 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Unknown","1 weeks","Domestic Shorthair Mix","Black Tabby"
"A727444","","5/22/16 12:18","5/22/16 12:18","6900 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Unknown","1 weeks","Domestic Shorthair Mix","Black Tabby"
"A727445","","5/22/16 12:18","5/22/16 12:18","6900 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Unknown","1 weeks","Domestic Shorthair Mix","Black Tabby"
"A727430","","5/22/16 12:19","5/22/16 12:19","12345 Lamplight Village in Austin (TX)","Stray","Normal","Cat","Intact Female","7 months","Domestic Shorthair Mix","Blue/White"
"A727431","","5/22/16 12:19","5/22/16 12:19","12345 Lamplight Village in Austin (TX)","Stray","Normal","Cat","Intact Male","7 months","Domestic Shorthair Mix","Blue/White"
"A727432","","5/22/16 12:19","5/22/16 12:19","12345 Lamplight Village in Austin (TX)","Stray","Normal","Cat","Intact Male","7 months","Domestic Shorthair Mix","Black"
"A727447","","5/22/16 13:00","5/22/16 13:00","111 Sandra Muradia Way in Austin (TX)","Wildlife","Normal","Other","Unknown","3 years","Bat Mix","Brown"
